sentiment,content
neutral,"@Maritzasylvia Uhhh.. not yet, maybe my DM inbox is just slow. I'll let you know when it shows"
negative,"@ronenk @jewlicious Guys, nothing is free in life. Where is my shidduch money?"
neutral,"setting business hours! 8am - 6pm, rush jobs will still be considered, but not the norm"
neutral,@TheDailyBlonde
negative,@Nnascenzi but cover your sneezes with a tissue for love of God! My germaphobe-ness has significantly increased since joining healthcare
neutral,@TheLastDoctor this time there is a theme and it is &quot;purple&quot;
neutral,@bailann &quot;May the 4th be with you.&quot; That's why.
neutral,Listening music with my friend
negative,i have to study :O talk to you later  xxx
neutral,Try Holy Cow! Serious Sauces! Use Himalayan Hot Garlic in pasta...yummy!! Introductory offer 99p in ASDA! www.holycowfc.com
negative,"Happiness comes from within...so the fact that it is a gray, rainy, Monday doesn't bother me. Well, not too much."
neutral,wake~n~bake monday
neutral,"@MichelleZen That sounds good, too!"
neutral,"@basantam In other words, a perfect run, right?"
neutral,Going to get a pedicure and the to CPK for lunch
neutral,@amyjbennett  The &quot;holy cow&quot; is what did this to me.
neutral,been To beach+ nanny's Just got back- roast Iater and then Pudding
neutral,"The WHITE DICE are coming into the studio this eve 6-7pm, on 1386AM Radio City"
neutral,@LuciasM What's the focus of your Sunday 4e game?
negative,"@amandawilk106 yes unfuzzy, i prefer the fuzzy me and clear caleb..  wanna turn back the clock!"
negative,Rainy Mondays... Is there a better day to work at home?? I am thankful!!
neutral,is in the middle of the Irish sea... with absent elk brothers.  Newcastle here we come.  we love Newcastle
neutral,"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned"
neutral,@quesmoney @BoneHI night boyssss
neutral,@jkandbvgirl drive safe Linz... Give us some pit stop updates on where you are
neutral,@njgetsketchy *is bad ass...He still is
neutral,"@MichelleBlanc I've been busy and chained to my laptop  I'll be at Webcom Wed afternoon, then likely Yul Blog. See you there?"
neutral,@foxandfriends Hope you feel better soon
neutral,@Foxy_HotSawce owwwwww! gooood morning
neutral,"@erinbarna its definitely coming, hope ur ready!"
neutral,"@hootsboots Don't worry, the bizarre will find you"
neutral,@parkpr 36 years young....
neutral,I'm going to; eat-homework-tv-I don't know yet...
neutral,@LaBellaBYTCH wassup with u this morning.
neutral,"@profchandler time to start unfollowing some people, i think"
neutral,"Done Jack in the Green today, it was good, a killer walking up the West Hill though! Listening to Will and the People"
neutral,"Just got out the shower, Sitting on my towel  I Hate TwitterBerry I Can't Reply To Tweets"
neutral,@Tatuaje1 i've been using polarash7 for quite some time.  Love of polar bears + my nickname + my favorite number.   What about you?
negative,@vivyouell You got me. That's where I'm obviously going wrong!
negative,I hate the exams . first time and last time in this school  then i'm out ! after 10 years! yaaaay !
negative,@thriftymom TEAR*
negative,@mongab I WANT YOU ALL HERE WITH ME TOO! Ya'l shoulve gone with RM!
neutral,@sweetp0tatos  thanks chuck
neutral,"@Sianz lemons? I'd favour hand grenades, with the pins removed for the cockney shite she produces!"
neutral,@jjujuu yeah i did
neutral,vuelven sunny day real estate? http://tinyurl.com/cqtynq
negative,LivingHandy.de 2.0 - stay tuned  - http://www.LivingHandy.de/
negative,"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9"
neutral,is working
neutral,I should be DJing my prom! I'd do it for free...there prob gonna have a dj who's stuck in the 80's  boooooo
neutral,@pfoty I forget you're from Venezuela! Talking with you is like with my classmates.
neutral,LAST CALL!!
neutral,@MsCatou someone really needs to make a kit like that avaialble for home use
neutral,"todays to do list...edit, edit, edit, edit and some more editing"
neutral,Watching TV Patrol for more Manny news
neutral,@Hellblazer They are great friends of mine. I'll let you know when they are playing next and you can come along and do whatever you like
neutral,@danbimrose That's more than ok. Personally I'm very good in doing nothing
neutral,"@ArmyGal1 have a good day girl, ill call you later"
neutral,"@1critic Yep, ah, damn, I don't wanna leave my warm doona to get a hot beverage...I guess I'll just have to make do w/o it"
neutral,"Apples to apples with the girls back in long island, then ihop  I wish this sunburn would peace out"
neutral,Damn I'm pass 400 updates! Haha! Tweet tweet tweet!!!!!!
negative,"@roediger316 It wasn't the best flick, to be sure.  I'm just ready for &quot;Star Trek&quot; now"
neutral,@dandebuf i'm pretty sure he's every main character we've ever written. that or @iamnotmatt
neutral,@safegeek so technically....i havent really gotten out of bed. so i think you're right and i'm gonna stay here!
neutral,Listening to Sublime and 311 at work.. I have got to get these resumes done.   Then I have design work for the Fudge Factory.
neutral,@CookingGranny morning
neutral,@declercq I thought you might like that  Getting ready to see me in a few weeks?
neutral,"@EveD I can't say I've tried, but then again, I haven't tried with a sword either   Not yet, anyway."
negative,@lulurocks3 That is messed up. I hope your day gets better.
neutral,@TheMandyMoore awe thank you!!  good morning to you aswell!!
neutral,@SFX_LADYJ Good morning
neutral,@cwbtoad Thanks bro.
neutral,@larrybenet Just DMed you your login details for the Twitter Salvation System. Enjoy! do let me know what u think.
neutral,@mzunyque thanks. before the major chop.
negative,Is sick to death of doing French prep. I feel like killing a bitch.  chgehcfncshvd
neutral,@mklujszo maybe used to have. Besides without AC it's too hot to sleep
neutral,@Storagezilla and the grease drip pan doubles as a butter dish (in a pinch)
neutral,"@TheMandyMoore my name is Jason, but sunshine works too."
neutral,getting my morning coffee then heading to class
neutral,@dougiemcfly saw you walking back from starbucks. I was in the orange beetle
neutral,"@ThisIsRobThomas Enjoy Springsteen, I'm seeing him at Glastonbury in June!! Give us a report when you get back"
neutral,@renagades read your blog and posted.
neutral,@desire4it oh yeah - love his choregoraphy. the pants...not so much.
neutral,is now going to the hairdressers instead of running due to rain
neutral,getting ready for school hopfully today is a good day
negative,concert tonight  chackin out and not coming tomorrow!
neutral,"@Guvnor64 i'll get my size 40's out now, straight to the post office  See you later, hun"
neutral,@powerpoole You are quite welcome Mr. Poole.
neutral,and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland
neutral,@JanisSharp thanks Janis
neutral,@whiteblouse hiya late bird!!
neutral,"@zaktar No offense, but have you thought about a career change?"
neutral,@Juergn der maaaaster is back
negative,@Djalfy I sound really Brummie lol but most of all I just hate looking at myself!
neutral,"@mangamaniac  The Wilshire.  (it is where I stayed last year, too"
neutral,"@zacjones13 why, hello there  How's life on the other side of the screen?"
neutral,"Upshot: If they want to hunt you down... uhh... well, I wish y'all the best of luck, tweeps!"
negative,Dreary bus ride home. Im rubbing my eyes out but at least I didn't spend the day in school. Over 12 hrs well spent
neutral,"@tova_s  tried to reply back to you, but you need to follow me for me to DM - we have many friends in common is the short answer"
neutral,@JerryShaw lol get some then!!  n give me one too
neutral,Tell Me What Dog You Are Like -- Most &amp; Iï¿½ll Tell You If You Are An Entrepreneur Or Not  http://is.gd/wjeJ New Blog Post
neutral,@MsCatou make it 60-40 and we can talk  i do smell #hugecoffeesuccess though
neutral,@cats2cats Thanks
negative,@Monodi what lol?
neutral,@88michael this my new more private acc. Will only use it for close twitter friends
neutral,Mode: Home Office
neutral,"@musicjunkie11 It's Alright,It's Ok-Ashley Tisdale"
neutral,First steps on Twitter. Just checking
negative,Blocked the acct for one of my most hated sports teams. That felt really good.
neutral,"@MRHYPERPCS Thanks, but the Elance course is not mine! It's @trishlambert."
neutral,@richardbsmith glad you liked the quote (Integrity...) - it was in one of my more productive moments
neutral,"@gfalcone601 salt and vinegar, cheese and onion make your breathe smell lol  xx"
negative,"@Da7e Man, that sucks and I feel your pain... if you were local, I'd buy you a cup of coffee."
negative,It smells like the beach from my job..
neutral,@MatReesUk Has to be a Mac! Believe me - you won't regret it
neutral,going to second morning of the day... just sleeping for 3-4 hours
negative,"@SlovakBrewer Yeah, I wanted to have some  I was bottling, so it's sanitized and all good. It tastes like those choc. oranges."
neutral,"@Madinafire dude, I can safely say I was blown away when I heard Attics. I'll make sure I pass it on as much as I can!"
neutral,Great cover  ? http://blip.fm/~5jq9o
neutral,En el colectivo jodiendo con las chicas  i promisse upload photos then.
neutral,@ppittman feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love youth!
neutral,internship day #1 - to thee hospital i go.
neutral,@bubblegumneko What are you doing up so early?
neutral,@PepeTheProducer Not any more.
neutral,"@gfalcone601 Salt &amp; Vinegar, dont smell as bad afterward haha!"
neutral,@darthvader  May the 4th be with you too
negative,"Really tired, and need to be up in the morning... Off to bed. Good Night All!!!"
negative,i hate waking up early! but i need to make up my 27 hrs at my pharmacy class. &gt;=[ sighhh.  in other news: breakfast time!!!!
neutral,@gfalcone601 salt and vinegar
negative,"It's Monday, and I am still cleaning up the mess from Thursday night's storm.  Like I wasn't busy enough this week!"
neutral,"Part of my Neuroanatomy take-home test.  After this, Iï¿½m... http://tinyurl.com/de8y47"
neutral,Even numbers again
neutral,Eating pancakes  What is better than a day off with Stevie-J?
neutral,Less rain more sunshine
neutral,@moweezle did you find the Colossus yet?
neutral,"@jill777 Morning! I saw that! Ridic!  Not only insane but stupid, esp in this weather! So glad we don't have to do that!"
neutral,@jeremycowart http://onoir.com try to go if you can. I tell everyone who goes to Montreal to check it out. Even people who live there
neutral,Good Morning
neutral,"@alievans719 I have a question for you, Ali."
neutral,@StephanieFiler Thanks! That will be you in October
neutral,Did you know if you want to stay cool all day use a shower gel or bath wash with peppermint in it
neutral,@TarraAnn85  I hope you have a nice sleep
neutral,at work. these five year olds are gonna keep me young.
neutral,@ben_stiller Morning!!!  Won't mind to meet you in real life  Hope you'll like me too
neutral,"@hughsbeautiful Oherr it's soon then, do you have plans? I had a party on saturday  x"
neutral,How is everyone on this fine Monday?   what is everyone's opinion of the new Wolverine movie?
neutral,"@JacobLovie cant say i havee, im at james' but i did some rs yesterdayy!. im learning my quotess"
neutral,"i am confident, but i still have my moments baby that's just me  - La La Land - Demi Lovato"
